Customer,Name,Email
NOS611,COD NOSITHA PAPER TECHNOLOGIES,codrsa@netactive.co.za
NOT100,NOTABLY YOURS (PTY) LTD **COD*,kathy@notablyyours.co.za
NOV100,NOVUL-T CONSULTANCY CC***COD**, 
NOV101,NOVAMENTE OFFICE SUPP***COD***,NOVAMENTE@ANANZI.CO.ZA
NOV102,NOVA BASE ***COD***, 
NOV103,NOVASOL AFRICA**CLOSED***,janette@novasol.co.za
NOV104,NOVEL IDEA TRADING 88 CC,shop@outthere24.co.za;maxicare@polka.co.za
NOV611,NOVAGEN MARKETING INTERNATIONA,gerhard@novagen.co.za
NOV614,COD NOVAGEN AFRICA TRUST,sales@novagen.co.za
NOY100,NOYVOS GENERAL TRADING **COD**,keetseyvonne@gmail.com
NOZ100,NOZLIE DEVELOPMENT PROJ**COD**,statement_jb@silveray.co.za
NPP100,N.P. PRO OFFICE(COD!!!),maria@axxess.co.za
NPT100,NP TOOLS CC ***COD***,statement_jb@silveray.co.za
NRD100,N R DISTRIBUTORS, 
NRS100,NRS COMPUTERS***COD***,sales@nrscomputers.com
NSA100,N S A STATIONERS+GENERAL DEAL,nsastat@yebo.co.za
NSF100,NSFAP (PTY)LTD***CLOSED***,nsfap.pty@gmail.com
NSH100,NSHALATI HOLDINGS (PTY) LTD,nshalati@webmail.co.za
NTA100,NTATE MABILO COACHING***COD***,mabilo.josias@gmail.com
NTA110,NTAVHAVUTISA **CLOSED***,bethuel@ntavhavutisa.co.za
NTD100,N T DESIGN (USE OFF113), 
NTE100,NTEBALENG MPHAHLELE (COD) CASH,info@ntebaleng.co.za
NTE101,NTEMA INVESTMENTS CC**COD**,ntema@telkomsa.net
NTH611,NTHATE TRADING CC****COD**,ntha.khati@yahoo.com
NTH612,COD NTH AGENCY & PROCUREMENT,bl@silveray.co.za
NTH613,COD NTHEBE OFFICE SUPPLY,bl@silveray.co.za
NTO100,NTOMBIZODWA BUS ENTER****COD**, 
NTO102,NTSHONA LANGA PACKAGING,finance@ntshonalanga.co.za
NTS100,NTSEBENG TENDOR & DISTR AGENTS, 
NTS101,NTSIKI GENERAL PROJ***COD***,nyikogeneral@hotmail.com
NTS102,N.T SUPPLIER***COD***,ngoatotha@webmailco.za
NTS103,NTSHALI BUSINESS ENTERPRISE***COD**,sssixty@gmail.com
NTS611,COD NTSU TRADING 657 CC,bridgetmoshoeshoe39@gmail.com
NTS612,COD NTSU TRADING 708,v.v@webmail.co.za
NTU100,NTULULWANE MOLALASE TRADING***COD***,abujabu2@gmail.com
NTU101,NTUTHUKO 4 LIFE PROJECT ENTERPRISE ***COD***,ntuthuko4life@gmail.com
NUG100,NUGA TRADING CC ***COD***,nuga@polka.co.za
NUM100,NU-MAP CONTRACT PACKAGING (PTY,nu-map@live.co.za
NUM101,NU-MAP CONTRACT PACKAGING (PTY,nu-map@live.co.za
NUM611,NU MAIN CASH N CARRY CC,creditors@numain.co.za
NUN100,NUNGU TRADING 399 ***COD***, 
NUR100,NURCA CORPORATION ***COD***,nursemabedlhe@gmail.com
NUS100,NU SOLE MARKETING***COD***, 
NW0001,DNPM TRADING (COD) CASH,account@dnpm.co.za
NW0018,BARATANNE TRADING(COD)!!,charitymalibe@yahoo.co.za
NW0064,EXECUTIVE STATIONERS*COD*EX BP,execstat@yebo.co.za
NW0153,MONA RECRUIT(COD)CASH, 
NW0228,GALAXY,jgdickenson@polka.co.za
NWA100,NWA BRAPAT LOGISTICS *COD*,r0836865545@gmail.com
NWA101,N-WA-MENCANI TRAD**COD**, 
NWK100,NWK BEPERK,fink.a@nwk.co.za
NWK101,NWK BEPERK - BIESIESVLEI,statement_jb@silveray.co.za
NWK102,NWK BEPERK - BOONS,statement_jb@silveray.co.za
NWK103,NWK BEPERK - BOSCHPOORT,statement_jb@silveray.co.za
NWK104,NWK BEPERK - BUHRMANNSDRIF,statement_jb@silveray.co.za
NWK105,NWK BEPERK - COLIGNY,statement_jb@silveray.co.za
NWK106,NWK BEPERK - DELAREY,statement_jb@silveray.co.za
NWK107,NWK BEPERK - GERDAU,statement_jb@silveray.co.za
NWK108,NWK BEPERK - GROOTPAN,statement_jb@silveray.co.za
NWK109,NWK BEPERK - KOSTER,statement_jb@silveray.co.za
NWK110,NWK BEPERK - LICHTENBURG,statement_jb@silveray.co.za
NWK111,NWK BEPERK - MADIBOGO,statement_jb@silveray.co.za
NWK112,NWK BEPERK - MAREETSANE,statement_jb@silveray.co.za
NWK113,NWK BEPERK - OTTOSDALE,statement_jb@silveray.co.za
NWK114,NWK BEPERK - SANNIESHOF,statement_jb@silveray.co.za
NWK115,NWK BEPERK - SKUINSDRIFT,statement_jb@silveray.co.za
NWK116,NWK BEPERK - ZEERUST LABOUTIQU,statement_jb@silveray.co.za
NWK117,NWK BEPERK - SHELL GARARAGE,statement_jb@silveray.co.za
NWK118,NWK BEPERK - ELLI'S PLAAS PROD,statement_jb@silveray.co.za
NWK119,NWK BEPERK - NWK TRANSFER WARE,statement_jb@silveray.co.za
NWK120,NWK BPK - Mafikeng Econobuild,verbruikers@nwk.co.za
NYA100,NYATHEMNAYAMA TRADING *COD*,jeffreymbazo@gmail.com
NYE100,NYEKO PRINTING & OFFICE SUPPLI,wanetta@nyeko.co.za
NYE101,NYELETI BUSINESS PROJECTS**COD, 
NYE102,NYENYANE NTAOTE***COD***,NYENYANE@YAHOO.COM
NYE103,NYELETI PROMOTIONS **CLOSED,info@nyeletipromos.co.za
NZH611,COD NZH TRANSPORT PTY LTD,sjmabiza@gmail.com
NZM100,NZM BUSINESS ENTERPRISE, 
OAR100,OARONA STATIONERS &PROJ***CLOSED*,pmorolo@gmail.com
OAS100,OASIS STATIONERY **COD**,sales@oasis-stationery.co.za
OAS611,OASIS BUSUNESS SUPPLIERS****COD***,oasis59000099@gmail.com
OBD611,COD OB DRUKKERS,elizee@silveray.co.za
OBE100,OBED RAMOGODI TRADING ***COD***,statement_jb@silveray.co.za
OBI100,OBIMEDIA PTY LTD ***COD***,info@obimedia.co.za
OBK100,OBK APRIL CONSTRUCTION***CLOSED*,obkapril@gmail.com
OBR100,OBROS OFFICE SOLUTIONS, 
OCE100,OCEANSIDE TRADING 10 (COD) CAS,bjhmahlangu@gmail.com
OCE101,OCEANO ATLANTICO SUPERSTORE***COD***,necpet@iway.na
OCT100,OCTANORM SOUTH AFRICA PTY LTD,dtb@octanorm.co.za
OCT101,OCTA PEC SOLUTION (PTY) LTD***COD***,octaviafeni3@gmail.com
ODZ100,ODZ AUTHENTIC  ***COD***, 
OEP100,OEP (PTY) LTD T/A CANON POLOKW,tanya@oep.co.za
OFF095,OFFICE EQUIPMENT & SERVICES, 
OFF100,OFFICE IN ONE*USE OFF105*,orders@officeinone.co.za
OFF101,OFFICE PLAN,offiplan@mweb.co.za
OFF102,OFFICE BOX (PTY) LTD,cathbrown@mweb.co.za
OFF103,OFFICE MAN LEPHALALE,orders.leph@officeman.co.za
OFF104,OFFTEK CC,isabel@offtek.co.za
OFF105,OFFICE-IN-ONE,annelie@officeinone.co.za
OFF106,OFFICE SCHOOL(B/D W/OFF), 
OFF107,VALINOR TRADING 238,buku.rich@telkomsa.net
OFF108,Exect Stationers (Pty) Ltd,accountskld@officeworld.co.za
OFF109,OFFICE READY,info@officeready.co.za
OFF110,OFFICE WIZARD***COD****,jprins798@gmail.com
OFF111,OFFICE MATES***COD***,officemates8@gmail.com
OFF112,OFFICE NECESSITIES CC,officenec@nashuaisp.co.za; officenecorders@gmail.com
OFF113,OFFICE MANIA,accounts@officemania.co.za
OFF115,OFFICE STAT CONN**h/o bidpaper,stan@ofc.co.za
OFF116,OFFICE MAN,selma@officeman.co.za
OFF117,OFFICE FANATIX CC, 
OFF118,OFFICE MAN, 
OFF119,OFFICE INC, 
OFF120,@ OFFICE WORLD ***COD***,ronel@officeworld.co.za
OFF121,OFFICE NATIONAL AFRICA PTY LTD,Nomaswazi Chitima <NChitima@officenational.co.za>
OFF122,OFFICE TRENDS CC,adrian@officetrends.co.za
OFF123,THE OFFICE FACTORY*****CLOSED*, 
OFF124,OFFICE SOLUTIONS**BPP**,riaan@officesolutions.co.za
OFF125,OFFISOLUTIONS, 
OFF130,OFFICE ZONE EXP (H/O 26/7/05), 
OFF132,OFFICE DEPOT**CASH COD ONLY***,madhu@officedepot.co.bw
OFF133,OFFICE 24 SUPPLIES CC***COD***,info@office24.co.za
OFF150,OFUSS SERVICES (PTY) LTD,grace@ofuss.co.za
OFF151,CLOSED OFUSS PROJECTS (PTY)LTD,ileen@lantic.net
OFF154,OFFICE PLANET (PTY) LTD,david@corvid.co.za
OFF155,OFFICE DESK (SOLD), 
OFF156,UZEWI STAT SUPP**H/O 10.12.09*, 
OFF157,OFFSET NUMBER***DO NOT OPEN'**, 
OFF158,OFFICE ASSIST***COD***, 
OFF159,OFFICE TECH CC,stermav@offtech.co.za
OFF161,OFFICE ETC (PTY) LTD***COD***,aaron@officeet.co.za
OFF162,OFFICEMATE ***CLOSED***,officemate2@swazi.net
OFF163,OFFISYS ENTERPRISE,sales@offisys.co.za
OFF250,OFFICE WORLD MALAWI,officeworld@malawi.net
OFF611,OFFICE SERVICES LESOTHO***COD*,OFFSERV@TLMAIL.CO.LS
OFF613,COD @OFFICEWORLD BFN CLOSED,elizee@silveray.co.za
OFI100,O-FIS-ANSA CC***COD***,sssbaloyi@telkomsa.net
OGE100,OGESS DAVIDE MPHADZO, 
OKA100,OKAHANDJA BOEKWINKEL, 
OKA101,OKANDLOVU TRADING CC***COD***, 
OKA611,OKAMA TRADING ***COD***,okamatrade@gmail.com
OKK100,OKKO TRADING PTY (LTD),sameer @paladium.co.za
OLD100,OLD WORLD IMPORT AND EXPORT CC, 
OLI100,*USE CFC611*OLIVESTMENTS VRYB,cfc1@wam.co.za
OLI101,OLIDATA SERVICES t/a KONICA,sanmaried@lantic.net
OLI102,OLIEVELDE INDUSTRIAL SUPP**COD,olietools@mweb.co.za
OLM100,OLM OFFICE SOLUTIONS***COD***,odirile@o-l-m.co.za
OLR100,OLRICH HOME OF TECHNOLOGY**COD,olrich@olrichhome.co.za
OLS100,OL SORTEZZ (PTY) LTD ***COD***,statement_jb@silveray.co.za
OLW100,OLWETHUSIZO TRAD. (COD) CASH,olwethusizo@webmail.co.za
OME100,OMEGA PRINT & OFFICE  SUPPLIES,genie@omegaprint.co.za
OMN100,OMNITELECOMS, 
OMU100,OMUSATI STATIONERS & BOOKSHOP,omusatis@yahoo.com
ONA100,ONADAI TRADING ENT***COD***, 
ONC100,ONCE UPON A MEMORY CC***COD***, 
ONE100,ONE  STOP STAT & GIFT SHOP,admin@onestop.co.za
ONE101,ONE AND ONLY (COD) CASH,rethavs@gmail.com
ONE102,ONE STOP OFFICE ***CASH ONLY**, 
ONE103,ART SPLASH (PTY) LTD***COD****,artsplashart@gmail.com
ONE104,ONE STOP INK SHOP**COD**, 
ONE105,ONE STOP STATI** USE ONE100**,heidi@imaginet.co.za
ONE106,1 STOP IT SHOP CC***COD***,1stopitshop@vodamail.co.za
ONE107,ONE LINK (PTY) LTD,creditors@onelinksa.co.za
ONE108,ONE PRICE STORE EVANDOR *COD*,statement_jb@silveray.co.za
ONE109,ONE POINT,rene@onepointsuppliers.co.za
ONE110,JOHANS ONE PRICE STORE CC,jlkruger@vodamail.co.za
ONE112,OSM MARKETING (PTY) LTD, 
ONE113,ONE PRICE STORE HILLBROW*COD**, 
ONE114,ONE DAY ONLY OFFERS (PTY) LTD,accounts@onedayonly.co.za
ONE115,ONE STOP CORPORATE MARKETING,mel@onestopcorp.co.za
ONE116,ONE STOP ONE TRADING & SER*COD,onestoponetrading@ymail.com
ONE135,ONE STOP STAT & TOYS C.C,onestop@netactive.co.za
ONE611,COD ONE STOP ONE TRADING & SER,onestoponetrading@ymail.com
ONK100,ONKGOPOTSE STAT SUP**COD**, 
ONL100,ONLINE GOODS 123 (PTY) LTD ***COD***,leon@onlinegoods.co.za
ONL101,ONLY THE BLUES TRAD***COD***,matamela@gmail.com
ONT100,ON TARGET SUPPLIES, 
ONT101,ON TIME OFFICE SUPPLIES, 
ONT102,ON TIME STATIONERS,zubair@ontimestationers.co.za
ONT103,ON THE DOT (PHAROS),accts@onthedot.co.za
ONY102,ONY LE EDY INTERNET (COD) CASH,solomonmalatji@gmail.com
OOS100,OSD SUPPLIES****COD****,sales@osdsupplies.co.za
OPP100,OPPERTUNE INVESTMENTS, 
OPT100,OPTICOM SYSTEM **USE COM112**,nicog@telkomsa.net
OPT102,OPTION STATIONERS CC **, 
OPT103,OPTRON (PTY) LTD *****COD,cvanheerden@optron.com
ORA100,ORAKA TRADING & PROJECTS *COD*,tool.mokoka@gmail.com
ORA101,ORACLE BUSINESS SOL**COD**,info@oraclesolutions.co.za
ORA611,ORANJE PRINTING WORKS,FINANCE@ORANJE.CO.ZA
ORA612,CLOSED,bl@silveray.co.za
ORA613,CLOSED,bl@silveray.co.za
ORB100,ORBIT ELEC**BAD DEBT**, 
ORB110,ORBAN DRUKKERS ***COD***,orders@orbanprinters.co.za
ORE611,COD ORENG TRADING CC,ORENG@MAILBOX.CO.ZA
ORE612,COD OREFILETLOTLO TRADING ENTE,gomolekgetho@gmail.com
ORG100,ORGON HOLDING (PTY)LTD***COD***,neeta.hansjie22@gmail.com
ORI100,ORION STATIONERY AND PAPER MERCHANTS(PTY)LTD**COD*,orionpm@lantic.net
ORI101,ORIENTAL JEWELERY,statement_jb@silveray.co.za
ORI102,ORION TRADING***COD***,oriongroup@vodamail.co.za
ORI103,ORION COMPUTERS CC***COD***,accounts@orionnam.com
ORK120,ORKNEY MINI PRINT T/A**COD**, 
ORS611,COD ORSON ELECTRONICS,ORSON@TELKOMSA.NET
ORY100,ORYX IT SOLUTIONS CC,gavin@oryxit.co.za
OSM100,OSMOLID STATIOMERY SUPP*COD*,osmolidstationery@gmail.com
OSM103,OSMANS WHOLESALERS TRUST,osmanwholesalers@gmail.com
OSM105,OSMAN RAYDAN & SON,sandra.e@xsinet.co.za
OST100,OSTRICAP PENCILS (COD) CASH,johan.pencils@gmail.com
OUR100,OUR LADY OF FATIMA(COD),statement_jb@silveray.co.za
OUT100,OUTNET MARKETING LTD (CASH ONL, 
OUT101,OUT OF THE BOX (CASH ONLY), 
OUT102,OUT THERE MARKETING CC **COD**,info@edupal.co.za
OUT103,OUTHOUSE TRADING  ***COD***,mj@outhouse.co.za
OUT104,OUTSOURCE DIGITAL****COD*,Jackies@outsourcedigital.co.za
OUT105,OUTSOURCE DIGITAL NELSPRUIT (PTY) LTD,dianne@outsourcedigital.co.za
OVE100,OVERLAND DISTRIBUTION CENTRE,guida@overland.za.com
OVE101,OVERKRUIN UITRUSTERS (COD),okruin@yebo.co.za
OVE611,COD OVER THE TOP TRADING,bface@vodamail.co.za
OWE100,OWENS STATIONERY***COD***,sales@owensstationery.co.za
OWM611,COD OWM TRADING &CONSTRUCTION,bl@silveray.co.za
OWN100,OWNLAND SUPPLIERS ***COD***,ownlandfreight@gmail.com
OXD100,OXDOG PROMOTIONS(COD)CASH!!!!,oxdog@webmail.co.za
OXF100,OXFORD UNIVERSITY PRESS,oxford.za@oup.com
OXF101,OXFORD UNIVERSITY PRESS,oxford.za@oup.com
OXF102,OXFORD OFFICE FURNITURE *COD*,admin@oxfordoffice.co.za
OXY100,OXY TRADING 159 CC,oxytrading159@telkomsa.net
OXY101,OXY TRADING 617 CC ***COD***,oxytrading617@telkomsa.net
OXY102,OXYGEN CORPORATE***COD***, 
OZI100,OZIEL MANDLAKAYISE  ***COD***,xenocorpcc@gmail.com
OZO100,OZONE CONCEPTS INTERNATI *COD*,linda.earl@ozonesa.co.za
P&R100,P & R EQUIPMENT (PTY) LTD *COD,sales4@pandrequipment.co.za
PAB100,PABZA BUSINESS INTELLIGE***CLOSED,lepaba.mphahlele@gmail.com
PAC100,PACKAGING & STATIONERY,packstationery@telkomsa.net
PAC101,PACK A GIFT (COD),TS@absamail.co.za
PAC102,PACTMAN PACKAGING, 
PAC103,PACKAGING & STATIONERY (BTS),packstationery@telkomsa.net
PAC104,PACIFIC INVESTMENTS ****COD****,sales@pacific.co.ls
PAC107,PACK ALL DISTRIBUTORS,dean@packall.co.za
PAC109,PACK 'N SPICE***COD***,011 760 3891
PAC110,PACFIN IMPORT & EXPORT, 
PAD101,PADDINGTON STATIONERS,mike@paddingtons.co.za
PAD103,PADEZ DISTRIBUTORS***COD***,padez@internet.com.na
PAD611,COD PADREE TRADING,bl@silveray.co.za
PAG100,PAGE 6 STATIONERY ***COD***,wirterite064@gmail.com
PAI100,PAINTED WORDS CC,admin@paintedwords.co.za
PAI101,PAINT POT TZANEEN CC**COD,crafts@paintpotgroup.co.za
PAK100,*USE PAK611*PAK GIFTS &  *COD*,statement_jb@silveray.co.za
PAK611,PAK GIFT CENTRE (PTY)LTD,musman.afzal@yahoo.com; elizeemgel007@gmail.com
PAL100,PALESA TECH PTY LTD (CASH ONLY,monica@palesatech.co.za
PAL101,PALELA KE MMOROGO TRADING,palelaoffice@icloud.com
PAL103,PALMERTON CARTRIDGES CC**COD**,jade.stols@palmertoncartridges.co.za
PAL104,PALAZZO JEWELLERS CC *COD*,harun@yebo.co.za
PAL105,PALM STATIONERY MANUFACTURERS (PTY) LTD, 
PAL106,PALESHANDU BUSINESS ENTERPRISE (PTY)LTD ***COD***,sue.mabasa@gmail.com
PAL611,PALAMMA ALGEMENE HANDELAAR,ANNATJIEDUPREEZ@GMAIL.COM
PAL612,COD PALMO CATERING,bl@silveray.co.za
PAM100,PAMTAVILLE TRD ENTP (CASH ONLY, 
PAM101,PAMPIRI TRADING  (CASH ONLY), 
PAN100,PANDA (B/DEBT W OFF), 
PAN101,PANDILE BUSINESS ENTERPRISES, 
PAN102,PANDETA TRADING ***COD***,ready1@telkomsa.net
PAN103,PANUEL SUPPLIERS ***COD***,lizosiko@panuelsupplies.co.za
PAN105,PANDA EDUCATIONAL SCHOOL SUPP., 
PAN150,PANGAEA TRADING COMPANY*COD*,salome@pangaeasa.co.za
PAN201,PANDI ILUNGA (COD) CASH,sharonb@pandiilunga.co.za
PAN202,PANDORAS BOX (COD) CASH,statement_jb@silveray.co.za
PAN203,PANTIUM TRADING (COD) CASH,paulusmakwala@yahoo.com
PAN611,COD PANE TRADING,bl@silveray.co.za
PAP100,PAPERCHAIN STATIONERS (SOLD), 
PAP101,PAPERWORKS*******COD**********,paperworks4you@gmail.com
PAP102,PAPER ROLL CONVERTERS CC,paper.roll@absamail.co.za
PAP103,PAPERWORX ***BPP**,info@paperx.co.za
PAP104,PAPILLON 2 STATIONERY,susanbroodryk@yahoo.com
PAP105,PAPER & PEN,paperpen@iburst.co.za
PAP106,PAPERBACK SHACK**COD**, 
PAP107,PAPER GALORE, 
PAP108,HALLTENS (PAPERTECH/MASCO)**H/,eduardf@vodamail.co.za
PAP109,PAPER CLUB (PTY) LTD,paperclub@gbs.co.bw
PAP110,PAPILLON STATION(H/O 16/09/08), 
PAP111,PAPERWAX TRADING ENTERP**COD**,statement_jb@silveray.co.za
PAP112,PAPER FAX CC,paperfax@yebo.co.za
PAP113,PAPER WEIGHT,glen.w@mweb.co.za
PAP114,THE PAPER CABIN (PTY) LTD,mandine.smyth@gmail.com
PAP115,PAPER & LABEL,paperandlabel@tiscali.co.za
PAP116,PAPER-QUICK, 
PAP117,PAPER WEIGHT (NELPRUIT), 
PAP118,PAPER & LABOUR BOX CC,PLBOX@ABSAMAIL.CO.ZA
PAP119,MM VISSER T/A PAPER &PORTFOLIO,visserm@absamail.co.za
PAP121,PAPATSO STATIONERS, 
PAP122,PAPER CHAIN, 
PAP123,PAPIER PALEIS ***COD***,southafrica77@gmail.com
PAP130,PAPER PALS CC,paperpals@nigel.co.za
PAP131,PAPER COLLECT, 
PAP132,PAPER PRINT & DESIGNS, 
PAP133,PAPERCHAIN***COD***,statement_jb@silveray.co.za
PAP134,PAPER CHAIN ***COD***,paperchaininfo@lantic.net
PAP135,PAPRIKA GRAPHICS***COD***,ilana@paprikacom.co.za
PAP136,PAPERCHAINS TRAININGS***COD***,tapera.nyoni@zol.co.zw
PAP150,PAPILLON MARKE*COD*,mail@papillonmarket.co.za
PAP151,PAPAVANGELO TRADING 284 PTY LT,fnewmarket@pnp.co.za
PAP201,PAPPA CHRIS CONSTR (COD) CASH,statement_jb@silveray.co.za
PAP613,COD PAPERMATE,bl@silveray.co.za
PAR100,PARKHURST BOOKSHOP**USE PAR126***,joseroux@gmail.com
PAR102,PARK AVE STATIONERS,saleemah@parkavenue.co.za
PAR103,3@1 PARK MEADOWS***COD***,parkmeadows@33at1.co.za
PAR104,PARK AVENUE STATIONERS-LEN*BPP,farhad@parkavenue.co.za
PAR105,PARYS NEWS AGENCY,parysstat@lantic.net
PAR106,PARKSERV TRADING*COD*CLOSED,lloyd@parkserv.co.za
PAR107,PARADIGM STATIONERY SUPP *COD*,faraw35@hotmail.com
PAR108,PARCEL COUNTER CORP**COD***,sellhom@yahoo.com
PAR109,PARVENU TECHNOLOGY **COD***,ntsakojnr@yahoo..com
PAR110,BETHEL STATIONERY MEYER***COD,eleanor@bsmstationery.co.za;Eleanor@bsmstationery.
PAR111,POSTLINK *****COD*,tarameshlou2designer@gmail.com
PAR115,PARADIGM MARKETING CC, 
PAR116,PAR EXCELLENCE INVESTMENTS ***COD***,maunmega@btcmail.co.bw
PAR125,PARKER HANNIFIN AFRICA (PTY) L, 
PAR126,PARKHURST STATIONERS ***COD***,admin@parkhurst-stationers.co.za
PAR611,PARADYS ALGEMENE HANDELA**COD*,bl@silveray.co.za
PAR612,COD PARIWARE PTY LTD,kmonenyane@gmail.com
PAS100,*USE PAS611* P.A.STATIONERS,debtors@pastationers.co.za
PAS131,PASTORINI SA (USE PAS100),pastorini@mweb.co.za
PAS611,PA STATIONERS UPT (PTY)LTD T/A,joey@pastationers.co.za
PAT100,PATLYN OFFICE SUPPLIES,orders@patlyn.co.za
PAT101,PATS GRAPHIC SUPPLIES CC,statement_jb@silveray.co.za
PAT102,PATRICIA MANDEYA, 
PAT103,PATRICIA ZIONE SATHAWA, 
PAT104,PATRICIA R KACHINGWE, 
PAT105,PATIENCE J KANANJI***COD***,patietsoko@yahoo.com
PAT106,PATLEYS (PTY) LTD,reshern.ramkissoon@patleys.co.za
PAT107,PATELLA COMMERCE (PTY)LTD ***COD***,deon@faithresourcecentre.co.za
PAU100,PAUL JAMES STATIONERS PTY LTD, 
PAU101,PAULSER STATIONERS & OFF***COD,paulsstationers@telkomsa.net
PAV100,PAVANE ART SCHOOL***COD*****, 
PAX100,PAXAIR PROJECTS***COD***, 
PAX101,PAXIM STATIONERY PTY LTD***COD,info@paxm.co.za
PAX102,PAXOMODE***COD***,brad@topgearstationers.co.za;
PAY100,PAYLESS FOR STATIONERY*COD*LISTED**,paylessforstationery.bookshop@gmail.com
PBC100,EAST RAND MALL 3@1 BUU**COD***,janenothnogel@gmail.com
PBS100,PBS PAINTS AND(COD) CASH,pbs.sally@infogro.co.za
PBS101,PBSA (PTY) LTD ***CLOSED****,govertvd@pbsa.co.za
PCD100,P C DOSS, 
PCP100,PC PALACE CC,lizia@pcpalace.co.za
PDC100,P D CORPORATION BOOKS (COD), 
PDI101,P D I STATIONERS(B/DEBT W/OFF),pacif@iafrica.com
PDM100,P D M BOOKS & STAT**BPP*PAID UP,pdmbooks@telkomsa.net
PDM110,P D M BOOKS & STATONERY ***COD***,pdmbooks@telkomsa.net
PDN100,PD NAIDOO & ASSOCIATES,johannesburg@pdna.co.za
PDR100,PDR PROJECTS (PTY)**COD,elna@pdrservices.co.za
PDS100,P.D.S.FORMS (PTY) LTD,johanna@pdssa.co.za
PDS101,P.D STATIONERY****COD******, 
PEA100,PEACH OFFICE PRODUCTS**COD****, 
PEA101,PEARL DESIGNS******COD**,pearls@iafrica.com
PEA611,J S PEARSON & SEUNS,JSPEARSONS.SMIT@GMAIL.COM
PEA612,PEACOCK AGENCIES,smiten@schoolink.co.za
PEB100,PEBA RETAILS PROJECTS  CC,statement_jb@silveray.co.za
PEC100,PECTOLITE(PTY) LTD **CLOSED**,patsy@dragonflystationery.co.za
PED100,PEDIGREE SUPPLIES**COD**,plosinsky@gmail.com
PEL100,PELIKAN VERTRIEBSGELLSCHAFT, 
PEL101,PELIGROSSO TRADING ***COD***, 
PEN001,PEN-ULTIMATE TRADING***COD***,penultimatetrading@gmail.com
PEN100,PENRYN COLLEGE PREP. (COD),statement_jb@silveray.co.za
PEN101,PEN PARADISE, 
PEN102,PEN & INK STATTY RSTNBRG,penink@rustationers.co.za
PEN103,*USE PEN612*PEN EN INK SCHWE,admin@penenink.co.za
PEN104,PEN PAL*****COD******, 
PEN105,PENCILS INCORPORATED,zelzenkobus@absamail.co.za
PEN106,PEN & ART(CLOSED) - HYDE PARK, 
PEN107,PEN & ART WESTGATE, 
PEN108,PENFRIEND/BALLARDS(H/O 23/4/4), 
PEN109,PEN & ART EASTGATE ****CLOSED*, 
PEN110,PENCELA,pencela@mweb.co.za
PEN111,PEN & ART(CLOSED), 
PEN112,THE PENCIL BOX,desrae.iverson@gmail.com
PEN113,PEN & ART - BROOKLYN, 
PEN114,PEN & PENCIL STAT & BOOKSHOP,statement_jb@silveray.co.za
PEN115,PEN & ARTCLOSED), 
PEN117,PENPOINT STATS & PRTRS,penp.pta@mweb.co.za
PEN118,PENCILS INC****USE ACC PEN105, 
PEN119,PEN - PENCIL STATIONERS CC, 
PEN120,PEN ON PAPER DISTRIBUTOR C*BPP,penonpaper@icon.co.za
PEN121,PEN & ART - MENLYN,statement_jb@silveray.co.za
PEN122,PEN & INK STATIONERY,penink14@gmail.com
PEN123,PEN & ART - FOURWAYS, 
PEN124,PEN & ART CLEARWATER, 
PEN125,PEN & ART - CRESTA,statement_jb@silveray.co.za
PEN126,PENTAX TRADING CC ****COD***,pentax@hixnet.co.za
PEN127,PEN &  ART - JOHANNESBURG, 
PEN128,PEN & INK, 
PEN129,PEN & ART**BAD DEBT 26/06/08**,penandart@mweb.co.za
PEN130,PEN-RITE STAT** USE THE137**,penrite@netactive.co.za
PEN131,PEN & PAPER*(B/DEBT W/OFF), 
PEN132,PENTOP, 
PEN133,PENS 4 AFRICA (COD), 
PEN134,PEN & ART(USE PEN139),braichman@icon.co.za
PEN135,PEN 2**BAD DEBT **BPP***,info@pen2paper.co.za
PEN136,PEN DEN**USE WOR100**,swt@netactive.co.za
PEN137,PENRITE CONSUMABLES***COD***,gavin@penrite.co.za
PEN138,PEN & ART (PTY) LTD***COD****,statement_jb@silveray.co.za
PEN139,PEN & ART  (PTY) LTD,braichman@icon.co.za
PEN140,BRAVOS 5 T/A PEN N PAP**COD*,ozshaik@gmail.com
PEN142,PENS & ALL STATIONERS***COD***,marinagreeyclental@telkomsa.net
PEN143,PENCIL BOX STATIONERY***COD***,pbstationers@gmail.com
PEN144,PENTECH COMSUMEABLE***COD***,susanshli@yahoo.com
PEN145,PEN-IT (PTY) LTD***COD***,pen-it@mweb.co.za
PEN146,PENTALITE CORPORATE GIFTS *COD, 
PEN147,PENCIL PRO STATIONERS **COD**,pencilpro@telkomsa.net
PEN150,PENNYRAY PROJECTS ***COD***,pennyray
PEN151,PEN PALS ***COD***,eureka@axxess.co.za
PEN152,PEN POINT STATIONERS **COD**,nicolbothma@gmail.com
PEN200,PEN SOLUTIONS ***COD***, 
PEN399,PEN & ART HEAD OFFICE, 
PEN611,COD PENNEBLIKKIE,bl@silveray.co.za
PEN612,PEN & INK CC,admin@penenink.co.za
PEN614,COD PEN PALS,eureka@axxess.co.za
PEO100,EAZYBRANCH PPTY LTD,accounts@eazybranch.com
PEO105,PEO SOLUTIONS CC ***CLOSED***,info@peosolutions.co.za
PEP100,PEPPERMINT HOLDINGS ***COD***,ernest.gipi@jahoo.com
